"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"DEN03IA067","INC","56842","2003-04-17T10:17:00Z","Salt Lake City","Utah","United States","","N6712B","FALSE","DirectorBrief","2003-09-30T04:00:00Z","None","0","0","0","total failure of a fuel flex line. A contributing factor was a fuel leak, resulting in an inflight engine compartment fire.","","40.788333","-111.977775","Boeing","757-232","AIR","SLC","Salt Lake City International","FALSE","2","SCHD","","121","Minor","VMC","","Completed","FALSE","","",
"ATL03LA079","ACC","56815","2003-04-14T14:15:00Z","Gainesville","Georgia","United States","","N4908N","FALSE","DirectorBrief","2006-06-28T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll resulting in an inadvertent ground loop.","","34.270278","-83.822776","Boeing Stearman","A75L3","AIR","GVL","LEE GILMER MEMORIAL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"FTW03LA121","ACC","56758","2003-04-06T11:55:00Z","Palestine","Texas","United States","","N71411","FALSE","DirectorBrief","2004-10-28T04:00:00Z","Serious","0","1","0","The airplane's encounter with unforecasted clear air turbulence during cruise flight.","","31.749898","-95.640533","Boeing","737-924","AIR","","","FALSE","2","SCHD","","121","None","VMC","","Completed","FALSE","","",
"MIA03CA093","ACC","56749","2003-04-04T13:50:00Z","Lakeland","Florida","United States","","N2535R","FALSE","DirectorBrief","2003-05-30T04:00:00Z","None","0","0","0","The pilot's failure to maintain control during the landing rollout which resulted in the airplane exiting the runway, impacting a runway light, and nosing over.","","27.988889","-82.018608","Boeing","A75N1","AIR","LAL","Lakeland Linder","FALSE","1","","ASHO","091","Substantial","VMC","Paul M. Horovitz","Completed","FALSE","","",
"CHI03IA097","INC","56790","2003-04-01T13:15:00Z","Chicago","Illinois","United States","","N175UA","FALSE","DirectorBrief","2003-09-30T04:00:00Z","None","0","0","0","Failure of company maintenance personnel to fully comply with published maintenance/inspection procedures, as well as the resulting inoperative drain heaters and restricted movement of the aileron control cables.  Contributing factors were the impeded waste water drain system due to the inoperative heaters and the reduced aileron control due to restricted movement of the control cables.","","41.979721","-87.904441","Boeing","747-422","AIR","ORD","Chicago O'Hare Intl","FALSE","4","SCHD","","121","None","VMC","United Airlines Inc","Completed","FALSE","","",
"NYC03FA067","ACC","56692","2003-03-27T00:39:00Z","Flushing","New York","United States","","N957AT","FALSE","DirectorBrief","2004-07-29T04:00:00Z","Serious","0","1","22","A failure of the left power control distribution unit (PCDU).","","40.777778","-73.875556","Boeing","717-200","AIR","LGA","LaGuardia Airport","FALSE","2","SCHD","","121","Minor","VMC","Air Tran Airways","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=56692","5/5/2004 7:09:00 PM",
"SEA03IA046","INC","56644","2003-03-14T18:20:00Z","Seattle","Washington","United States","","N298AA","FALSE","DirectorBrief","2004-04-28T04:00:00Z","None","0","0","0","The flight crew's misidentification of the parallel taxiway as the active runway, resulting in the flight crew executing a landing on the taxiway. Factors include sunglare from the wet paved surfaces, and a visual illusion created by the airport surface environment.","","47.44889","-122.309448","Boeing","DC-9-82","AIR","SEA","Seattle-Tacoma International","FALSE","2","SCHD","","121","None","VMC","","Completed","FALSE","","",
"DCA03WA030","ACC","56615","2003-03-12T05:00:00Z","Auckland","","New Zealand","","9V-SMT","TRUE","None","","None","0","0","0","","","0","0","Boeing","747-400","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","SINGAPORE AIRLINES LTD","N/A","FALSE","","",
"DCA03WA031","ACC","56617","2003-03-12T05:00:00Z","Johannesburg","","","","ZS-SAJ","FALSE","None","","None","0","0","0","","","0","0","Boeing","747-300F","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","","N/A","FALSE","","",
"MIA03LA067","ACC","56544","2003-02-25T18:16:00Z","Miami","Florida","United States","","N790AN","FALSE","DirectorBrief","2004-10-28T04:00:00Z","Serious","0","2","0","The flight crew's inadvertent encounter with turbulence while attempting to maneuver through an area of convective activity during descent.","","25.949722","-81.252502","Boeing","777-223","AIR","MIA","Miami International","FALSE","2","SCHD","","121","None","VMC","","Completed","FALSE","","",
"ENG03WA007","INC","56547","2003-02-13T05:00:00Z","Okinawa","","Japan","","JA8129","FALSE","None","","None","0","0","0","","","0","0","BOEING","747","AIR","OKA","Okinawa","FALSE","4","SCHD","","NUSC","None","","Japan Asia Airlines","N/A","FALSE","","",
"SEA03WA033","ACC","56453","2003-02-01T13:00:00Z","Vancouver, BC","","Canada","","N764AS","FALSE","None","","None","0","0","0","","","0","0","Boeing","737-400","AIR","","","FALSE","","SCHD","","121","Substantial","VMC","ALASKA AIRLINES INC","N/A","FALSE","","",
"DCA03WA027","ACC","56430","2003-01-26T05:00:00Z","Rio Branco","","Brazil","","PP-SPJ","FALSE","None","","None","0","0","0","","","0","0","Boeing","737-2M9","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","VIACAO AEREA SAO PAULO S A","N/A","FALSE","","",
"NYC03FA039","ACC","56358","2003-01-19T09:15:00Z","Flushing","New York","United States","","N550NW","FALSE","DirectorBrief","2004-04-28T04:00:00Z","Serious","0","1","6","Maintenance personnel failure to maintain aircraft control as a result of excessive throttle input.","","40.777221","-73.872497","Boeing","757-251","AIR","LGA","LA GUARDIA","FALSE","2","SCHD","","121","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=56358","3/15/2004 7:42:00 PM",
"CHI03IA055","INC","56374","2003-01-16T10:15:00Z","Indianapolis","Indiana","United States","","N303TZ","FALSE","DirectorBrief","2004-04-28T04:00:00Z","None","0","0","0","The ground tow personnel not maintaining clearance from the de-icing vehicle during the tow back to the gate.  Factors were the de-icing vehicle that parked by the airplane's left wing, the ground personnel not following the operator's towing procedures/directives.","","39.717224","-86.294441","Boeing","737-83N","AIR","IND","INDIANAPOLIS INTL","FALSE","2","SCHD","","121","Minor","IMC","AMERICAN TRANS AIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=56374","2/25/2004 3:52:00 PM",
"LAX03IA098","INC","56543","2003-01-11T23:15:00Z","KAHULUI","Hawaii","United States","","N482HA","FALSE","DirectorBrief","2007-01-31T05:00:00Z","None","0","0","0","the flight crew's failure to follow the checklist and detect an out of trim condition prior to takeoff.","","20.899999","-156.433334","Boeing","717-200","AIR","OGG","KAHULUI","FALSE","2","SCHD","","121","None","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=56543","11/4/2006 3:42:00 PM",
"DEN03IA033","INC","56341","2003-01-11T02:45:00Z","Salt Lake City","Utah","United States","","N551UA","FALSE","DirectorBrief","2003-11-25T05:00:00Z","None","0","0","0","the arcing wires in the lavatory sensor that resulted in the subsequent fire.","","40.788333","-111.992774","Boeing","757-222","AIR","","","FALSE","2","SCHD","","121","Minor","VMC","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=56341","8/21/2003 12:42:00 PM",
"LAX03LA062","ACC","56309","2003-01-09T15:30:00Z","JEAN","Nevada","United States","","N84889, N68820","FALSE","DirectorBrief","2004-04-28T04:00:00Z","Minor","0","0","3","The pilot's use of an improper starting procedure and his failure to obtain appropriate assistance.","","35.775554","-115.631385","Aeronca, Boeing Stearman","7AC, PT-17","AIR,AIR","0L7","JEAN","FALSE,FALSE","1,1","","PERS,PERS","091,091","Substantial,Substantial","VMC","WYATT, KENNETH H,","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=56309","3/9/2004 6:39:00 PM",
"ENG03WA004","INC","56321","2002-12-08T12:12:00Z","Brisbane","","Australia","","","FALSE","None","","None","0","0","0","","","0","0","Boeing","767-219ER","AIR","ABBN","Dummy","FALSE","","SCHD","","NUSC","Minor","","AIR NEW ZEALAND LTD","N/A","FALSE","","",
"NYC03LA017","ACC","56048","2002-11-11T16:40:00Z","Glade Spring","Virginia","United States","","N62897","FALSE","DirectorBrief","2004-02-05T05:00:00Z","Minor","0","0","2","the pilot's improper in-flight decision to fly at an altitude that did not allow for successful completion of a forced landing, after the engine lost power for undetermined reason(s).  A factor was the unsuitable terrain.","","36.779724","-81.733612","Boeing Stearman","A75","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","William A. Goodwin","Completed","FALSE","","",
"LAX03LA028","ACC","56032","2002-11-11T15:10:00Z","Bermuda Dunes","California","United States","","N275HP","FALSE","DirectorBrief","2004-12-28T05:00:00Z","None","0","0","0","the pilot's inadequate compensation for gusty crosswind conditions and his failure to maintain directional control.","","33.748611","-116.274719","Boeing","B75N1","AIR","UDD","Bermuda Dunes","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"LAX03LA021","ACC","56016","2002-11-03T11:30:00Z","Chandler","Arizona","United States","","N53404","FALSE","DirectorBrief","2004-10-28T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control.","","33.269165","-111.811111","Boeing","A75N1","AIR","CHD","Chandler Municipal","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"MIA03WA011","INC","55998","2002-10-21T03:40:00Z","Buenos Aires","","Argentina","","TFARA","FALSE","None","","None","0","0","0","","","-34.822223","-58.535831","Boeing","767-300","AIR","","","FALSE","","SCHD","","129","Minor","VMC","Southern Winds Airlines","N/A","FALSE","","",
"DCA03IA005","INC","55902","2002-10-20T01:30:00Z","Baltimore","Maryland","United States","","TF-FII","FALSE","DirectorBrief","2005-07-15T04:00:00Z","None","0","0","0","The captain's improper procedures regarding stall avoidance and recovery.  Contributing to the incident were the partial blockage of the pitot static system, and the flight crew's improper decisions regarding their use of inaccurate airspeed indications.  Contributing to the flight crew's confusion during the flight were the indistinct alerts generated by the airplane's crew alerting system.","","39.289756","-76.61959","Boeing","757-200","AIR","","","FALSE","2","SCHD","","129","None","","ICELANDAIR - FKYGKEUDUR HF","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=55902","7/8/2005 7:41:00 PM",
"IAD03IA007","INC","55984","2002-10-19T09:50:00Z","BOSTON","Massachusetts","United States","","N607UA","FALSE","DirectorBrief","2003-08-26T04:00:00Z","None","0","0","0","An inadvertant collision with birds during the initial climb out.","","42.230102","-71.529411","Boeing","767-222","AIR","BOS","LOGAN INTERNATIONAL AIRPORT","FALSE","2","SCHD","","121","Minor","VMC","","Completed","FALSE","","",
"ANC03IA001","INC","55881","2002-10-09T18:40:00Z","Anchorage","Alaska","United States","","N661US","FALSE","DirectorBrief","2004-06-29T04:00:00Z","None","0","0","0","The fatigue fracture of the lower rudder power control module manifold, which resulted in a lower rudder hardover.","","61.174446","-149.996383","Boeing","747-400","AIR","PANC","Ted Stevens International","FALSE","4","SCHD","","121","None","VMC","NORTHWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=55881","11/26/2003 2:16:00 PM",
"MIA02IA167","INC","55729","2002-09-13T19:10:00Z","Miami","Florida","United States","","N939AN","FALSE","DirectorBrief","2004-07-29T04:00:00Z","None","0","0","0","The failure of the tug driver to maintain wingtip clearance with a parked airplane, and the inability of the tug driver to communicate with the brake rider during a tow operation following failure of the headset cord.  Contributing factors in the incident were the inadequate aircraft/equipment by the airplane manufacturer for failure to provide a strain relief point for the headset cord and failure of American Airlines to disseminate information to the tug driver related to markings on the ramp.","","25.793333","-80.290557","Boeing","737-823","AIR","KMIA","Miami International Airport","FALSE","2","SCHD","","121","Minor","VMC","","Completed","FALSE","","",
"NYC02LA187","ACC","55693","2002-09-09T23:46:00Z","Baltimore","Maryland","United States","","N534US","FALSE","DirectorBrief","2003-12-30T05:00:00Z","None","0","0","0","The captain's failure to follow existing company procedures for stabilized approach, and use of speed brakes.","","39.165","-76.66333","Boeing","757-251","AIR","BWI","Baltimore-Washington Intl Arpt","FALSE","2","SCHD","","121","Substantial","VMC","","Completed","FALSE","","",
"LAX02WA272","INC","55625","2002-08-30T10:15:00Z","AUCKLAND","","New Zealand","","ZK-NBS","FALSE","None","","None","0","0","0","","","0","0","Boeing","747-419","AIR","","","FALSE","","SCHD","","NUSC","","","AIR NEW ZEALAND","N/A","FALSE","","",
"MIA02WA176","INC","55821","2002-08-24T22:36:00Z","Buenos Aires","","Argentina","","N178DN","FALSE","None","","None","0","0","0","","","-34.822223","-58.535831","Boeing","767-332ER","AIR","","","FALSE","","SCHD","","121","None","VMC","Delta Air Lines","N/A","FALSE","","",
"IAD02LA087","ACC","55502","2002-08-17T13:30:00Z","FOSTORIA","Ohio","United States","","N65BH","FALSE","DirectorBrief","2003-08-26T04:00:00Z","Serious","0","2","0","A missing flight control sealed bearing, which resulted in a loss of control in flight.","","41.190555","-83.394447","Boeing Stearman","E75L300","AIR","FZI","Fostoria","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"DEN02LA091","ACC","55464","2002-08-13T10:30:00Z","Watkins","Colorado","United States","","N64796","FALSE","DirectorBrief","2002-12-06T05:00:00Z","None","0","0","0","the pilot's improper recovery from a bounced landing, resulting in an inadvertent ground loop. A contributing factor was the flight instructor's inadequate supervision of the pilot.","","39.786666","-104.54972","Boeing","D75N1","AIR","FTG","Front Range","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","","",
"NYC02FA160","ACC","55439","2002-08-11T20:20:00Z","Jamaica","New York","United States","","EC-DNP","TRUE","DirectorBrief","2003-12-02T05:00:00Z","Serious","0","2","35","An accessory gearbox fire of the number 2 engine, due to hot air bypassing a damaged compressor air seal stack, which resulted in an emergency evacuation.","","40.63972","-73.778892","Boeing","747-256","AIR","JFK","JOHN F KENNEDY INTL","FALSE","4","SCHD","","129","Minor","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=55439","10/16/2003 6:26:00 PM",
"LAX02LA250","ACC","55450","2002-08-10T13:05:00Z","Casa Grande","Arizona","United States","","N17678","FALSE","DirectorBrief","2004-09-29T04:00:00Z","None","0","0","0","The partial loss of engine power for undetermined reasons.","","32.955001","-111.768333","Boeing","B75N1","AIR","CGZ","Casa Grande","FALSE","","","INST","091","Substantial","VMC","John S. Lohmar","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=55450","8/2/2004 4:31:00 PM",
"MIA02LA150","ACC","55493","2002-07-28T14:00:00Z","Leesburg","Florida","United States","","N1242V","FALSE","DirectorBrief","2003-04-01T05:00:00Z","Minor","0","0","2","Loss of engine power for undetermined reasons during takeoff, resulting in the airplane colliding with the ground and nosing over during the subsequent forced landing.","","28.7975","-81.935836","Boeing","E75","AIR","","Flying Baron Estates","FALSE","","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=55493","12/12/2002 1:32:00 PM",
"DCA02MA054","ACC","55303","2002-07-26T06:37:00Z","Tallahassee","Florida","United States","AAR0402","N497FE","TRUE","Report","2004-10-28T04:00:00Z","Serious","0","3","0","The captain's and first officer's failure to establish and maintain a proper glidepath during the night visual approach to landing.  Contributing to the accident was a combination of the captain's and first officer's fatigue, the captain's and first officer's failure to adhere to company flight procedures, the captain's and flight engineer's failure to monitor the approach, and the first officer's color vision deficiency.","","30.389478","-84.50949","Boeing","727-232","AIR","TLH","Tallahassee Regional Airport","FALSE","3","NSCH","","121","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=55303","1/10/2003 3:00:00 PM",
"NYC02LA140","ACC","55236","2002-07-17T10:40:00Z","Bardstown","Kentucky","United States","","N64567","FALSE","DirectorBrief","2003-04-08T04:00:00Z","Minor","0","0","2","The pilot's inadequate preflight inspection, which resulted in fuel contamination and subsequent loss of engine power.  A factor in this accident was that the wing tank fuel drains were wire closed and could not be used.","","37.814167","-85.499725","Boeing Stearman","A75N1","AIR","BRY","Samuels Field Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=55236","12/30/2002 8:53:00 PM",
"DCA02WA048","ACC","55133","2002-07-04T11:15:00Z","Bangui","","Central African Republic","","9XR-IS","FALSE","None","","Fatal","23","2","0","","","0","0","Boeing","707","AIR","","","FALSE","","NSCH","","UNK","Destroyed","VMC","New Gomair","N/A","FALSE","","",
"NYC02WA135","INC","55173","2002-07-02T02:40:00Z","Asuncion","","Paraguay","","N376AN","FALSE","None","","None","0","0","0","","","0","0","Boeing","767-300","AIR","","","FALSE","","SCHD","","121","None","","AMR CORPORATION","N/A","FALSE","","",
"DCA02WA046","ACC","55107","2002-06-26T04:00:00Z","Shimozishima","","Japan","","JA8254","FALSE","None","","None","0","0","0","","","0","0","Boeing","767-200","AIR","","","FALSE","2","","INST","NUSN","Minor","","ALL NIPPON AIRWAYS CO LTD","N/A","FALSE","","",
"DCA02WA045","INC","55010","2002-06-19T04:00:00Z","Darwin","","Australia","","VH-VOE","FALSE","None","","None","0","0","0","","","0","0","Boeing","737-800","AIR","","","FALSE","","SCHD","","UNK","None","VMC","Virgin Blue","N/A","FALSE","","",
"DCA02WA044","INC","55009","2002-06-13T07:56:00Z","Manchester","","United Kingdom","","AP-BAT","FALSE","None","","None","0","0","0","","","0","0","Boeing","747-240B","AIR","","","FALSE","","SCHD","","NUSC","Minor","VMC","PAKISTAN INTERNATIONAL AIRLINES COR","N/A","FALSE","","",
"NYC02LA110","ACC","54895","2002-06-02T14:27:00Z","Fairfield","Illinois","United States","","N694DL","FALSE","DirectorBrief","2003-04-08T04:00:00Z","Serious","0","1","1","The first officer's abrupt level off.","","38.363334","-88.34333","Boeing","757-232","AIR","","","FALSE","2","SCHD","","121","None","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54895","12/30/2002 5:56:00 PM",
"NYC02LA111","ACC","54837","2002-06-02T13:05:00Z","Toughkenamon","Pennsylvania","United States","","N60812","FALSE","DirectorBrief","2003-04-18T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control while landing, a factor was the gusting  wind conditions.","","40.830276","-75.769721","Boeing Stearman","A75N1","AIR","N57","New Garden Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54837","3/5/2003 2:36:00 PM",
"ATL02LA111","ACC","54855","2002-05-29T14:08:00Z","Atlanta","Georgia","United States","","N626DL","FALSE","DirectorBrief","2003-02-25T05:00:00Z","Serious","0","1","0","In-flight encounter with turbulence during descent, that resulted in an serious injury to the flight attendant.","","33.645","-84.433052","Boeing","757-200","AIR","ATL","THE WILLIAM B HARTSFIELD ATLAN","FALSE","2","SCHD","","121","None","VMC","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54855","11/25/2002 8:33:00 PM",
"DCA02WA040","ACC","54875","2002-05-22T17:30:00Z","Gibraltar","","Gibraltar","","G-MONC","FALSE","None","","None","0","0","0","","","0","0","Boeing","757-200","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","MONARCH AIRLINES LTD","N/A","FALSE","","",
"CHI02LA128","ACC","54676","2002-05-11T18:45:00Z","Chicago","Illinois","United States","","N552TZ","FALSE","DirectorBrief","2002-11-04T05:00:00Z","None","0","0","0","The ground personnel handled the aircraft improperly during pushback from the gate by failing to maintain clearance with the other parked aircraft.  The light rain and the parked airplane that was contacted were factors.","","41.785831","-87.75222","Boeing","757-33N","AIR","MDW","Chicago Midway","FALSE","2","SCHD","","121","Substantial","VMC","American Trans Air","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54676","9/23/2002 12:23:00 PM",
"MIA02IA094","INC","54665","2002-05-08T17:00:00Z","Miami","Florida","United States","","EI-BXI","FALSE","DirectorBrief","2005-07-07T04:00:00Z","None","0","0","0","Inadequate maintenance by company maintenance personnel and failure to comply with manufacturer recommended maintence procedures (SB 737-55A1070R1), which resulted in an inflight inseparation of a section of the airplane's right hand elevator control tab. A factor in the incident was the flight crew's continued operation of the airplane with a known deficiency.","","0","0","Boeing","B737-448","AIR","","","FALSE","2","SCHD","","121","Minor","VMC","RYAN AIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54665","5/10/2005 3:37:00 PM",
"FTW02LA139","ACC","54633","2002-05-04T15:00:00Z","Georgetown","Texas","United States","","N5805V","FALSE","DirectorBrief","2003-05-13T04:00:00Z","Minor","0","0","2","The pilot's inadequate planning/decision resulting in the wake turbulence encounter during the takeoff/initial climb of the formation flight.  A contributing factor was the partial loss of engine power for an undetermined reason.","","30.678888","-97.679443","Boeing","A75SN1","AIR","GTU","Georgetown Municipal","FALSE","1","","ASHO","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54633","3/25/2003 9:55:00 PM",
"LAX02LA146","ACC","54594","2002-05-01T07:29:00Z","Pacific Ocean","Pacific Ocean","United States","","N182UA","FALSE","DirectorBrief","2006-04-25T04:00:00Z","Serious","0","1","6","An in-flight encounter with clear air turbulence and wind shear, which resulted in a serious injury to a flight attendant.","","37.635093","-130.071029","Boeing","747-422","AIR","","","FALSE","4","SCHD","","121","None","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54594","3/7/2006 3:08:00 PM",
"NYC02LA088","ACC","54565","2002-04-22T03:30:00Z","Atlantic Ocean","","","","N68160","FALSE","DirectorBrief","2003-05-30T04:00:00Z","Serious","0","1","2","The airplane's inadvertent encounter which clear air turbulence during cruise flight.","","19.66361","-66.126113","Boeing","767-224","AIR","","","FALSE","2","SCHD","","121","None","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54565","12/11/2002 8:00:00 PM",
"DEN02LA032","ACC","54363","2002-04-21T08:25:00Z","Cheyenne","Wyoming","United States","","N68463","FALSE","DirectorBrief","2002-09-20T04:00:00Z","None","0","0","0","the pilot's excessive use of the brakes, which resulted in a nose over.","","41.13961","-104.789779","Boeing","E75","AIR","CYS","Cheyenne","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54363","8/29/2002 2:28:00 PM",
"CHI02LA111","ACC","54582","2002-04-18T17:35:00Z","Springfield","Missouri","United States","","N516AT","FALSE","DirectorBrief","2003-12-30T05:00:00Z","Serious","0","3","12","The flightcrew's failure to follow weather avoidance prcedures and their delay in activating the seat belt sign.   Factors were the turbulent thunderstorm weather conditions, and the failure of the National Weather Service to issue an applicable in-flight weather advisory.","","37.486389","-93.456108","Boeing","757-200","AIR","","","FALSE","2","SCHD","","121","None","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54582","10/20/2003 11:46:00 PM",
"ATL02LA075","ACC","54503","2002-04-05T19:15:00Z","Atlanta","Georgia","United States","","N1608","FALSE","DirectorBrief","2003-04-15T04:00:00Z","None","0","0","0","Company maintenance personnel inadequate maintenance inspection that resulted  in the in-flight separation of the APU inspection doors.","","33.645","-84.433052","Boeing","767-332ER","AIR","ATL","THE WILLIAM B HARTSFIELD ATLAN","FALSE","2","SCHD","","121","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54503","1/17/2003 6:15:00 PM",
"IAD02LA039","ACC","54431","2002-04-01T22:05:00Z","Atlantic Ocean","","","","G-BNLS","FALSE","DirectorBrief","2003-08-26T04:00:00Z","Serious","0","1","0","The airplane's encounter with turbulence, while climbing to an assigned altitude.","","37.635734","-72.86206","Boeing","747-400","AIR","","","FALSE","4","SCHD","","129","None","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54431","6/24/2003 11:54:00 PM",
"SEA02FA060","ACC","54421","2002-03-28T15:10:00Z","Seattle","Washington","United States","","N19903","FALSE","DirectorBrief","2003-02-21T05:00:00Z","None","0","0","0","Loss of all engine power due to fuel exhaustion that resulted from the flight crew's failure to accurately determine onboard fuel during the pre-flight inspection.  A factor contributing to the accident was a lack of adequate crew communication regarding the fuel status.","","47.550003","-122.370262","Boeing","S-307","AIR","","","FALSE","4","","FLTS","091","Substantial","VMC","The Boeing Company","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54421","1/28/2003 2:39:00 PM",
"DCA02WA028","ACC","54380","2002-03-18T03:18:00Z","Belo Horizonte","","Brazil","","PP-VLV","FALSE","None","","None","0","0","0","","","0","0","Boeing","727-30C","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","Varig","N/A","FALSE","","",
"SEA02LA049","ACC","54300","2002-03-02T08:20:00Z","Seattle","Washington","United States","","N589UA","FALSE","DirectorBrief","2002-06-03T04:00:00Z","None","0","0","0","The failure of the deicing truck driver to insure that the deicing basket boom remained clear of the aircraft structure as he backed away from the position he had been in while performing deicing procedures.","","47.439933","-122.280471","Boeing","757-200","AIR","KSEA","Seattle/Tacoma Int.","FALSE","2","SCHD","","121","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54300","5/9/2002 7:32:00 PM",
"DCA02RA024","INC","54279","2002-03-01T05:00:00Z","Sydney","","Australia","","G-BNLD","FALSE","None","","None","0","0","0","","","0","0","BOEING","747","AIR","SDY","Sydney","FALSE","4","SCHD","","NUSC","Minor","","British Airways","N/A","FALSE","","",
"NYC02LA065","ACC","54253","2002-02-19T20:30:00Z","Beaumont","Texas","United States","","N24736","FALSE","DirectorBrief","2003-04-17T04:00:00Z","Serious","0","1","0","An inadvertent encounter with convective induced turbulence, which injured a flight attendant.  Factors were the failure of the airline to supply direction to the flight crew to indicate when the flight attendants could begin cabin service, and the convective induced turbulence.","","30.070278","-94.214996","Boeing","737-724","AIR","","","FALSE","2","SCHD","","121","None","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54253","1/27/2003 4:32:00 PM",
"DCA02WA023","ACC","54223","2002-02-17T13:48:00Z","San Juan","","Argentina","","LV-ZRE","FALSE","None","","None","0","0","0","","","0","0","Boeing","737-236","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","AEROLINEAS ARGENTINAS","N/A","FALSE","","",
"ANC02LA015","ACC","54198","2002-02-14T16:00:00Z","Kotzebue","Alaska","United States","","N190AJ","FALSE","DirectorBrief","2002-06-03T04:00:00Z","None","0","0","0","The pilot's decision to continue an unstabalized approach to landing.  A factor associated with the accident is the pilot's failure to attain proper alignment with the runway.","","66.885559","-162.598617","Boeing","727-100","AIR","OTZ","Ralph Wien Memorial","FALSE","3","NSCH","","121","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54198","5/13/2002 7:45:00 PM",
"MIA02WA065","ACC","54282","2002-02-11T17:40:00Z","Montevideo","","Uruguay","","CX-BOO","FALSE","None","","Serious","0","1","0","","","0","0","Boeing","737","AIR","","","FALSE","","SCHD","","NUSC","Substantial","","Pluna Airlines","N/A","FALSE","","",
"SEA02LA038","ACC","54177","2002-02-10T15:21:00Z","Creswell","Oregon","United States","","N62658","FALSE","DirectorBrief","2003-02-25T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control on landing resulting in the aircraft leaving the runway environment, crossing a ditch and nosing over.  Contributing factors were variable winds reported by the pilot and the ditch.","","43.931945","-123.006668","Boeing Stearman","A75N1","AIR","77S","Hobby Field","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=54177","11/15/2002 7:28:00 PM",
"DCA02WA022","INC","54121","2002-02-03T05:00:00Z","Dublin","","Ireland","","N803DE","FALSE","None","","None","0","0","0","","","0","0","Boeing","MD-11","AIR","","","FALSE","","SCHD","","121","Minor","","DELTA AIR LINES INC","N/A","FALSE","","",
